,Name,Team,Pos,COMP,PATT,PYDS,PTD,INT,RATT,RYDS,RTD,REC,TAR,REYDS,RETD,TOT,LOST,G,Last year,Two years ago,Value,Old_Value
141,Derek Carr,NO,QB,261.0,394.0,2761.0,11.0,6.0,23.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,12.0,282.3,364.5,10.71741598547647,10.71
142,Derius Davis,LAC,WR,0.0,0.0,0.0,0.0,0.0,8.0,64.0,0.0,12.0,13.0,44.0,0.0,2.0,0.0,9.0,0.0,0.0,0.6836926941595143,0.68
143,Derrick Gore,WAS,RB,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11758691206543968,
144,Derrick Henry,TEN,RB,1.0,2.0,2.0,1.0,0.0,197.0,841.0,8.0,22.0,28.0,185.0,0.0,0.0,0.0,12.0,275.8,185.6,13.17074989822857,13.17
145,Deshaun Watson,CLE,QB,105.0,171.0,1115.0,7.0,4.0,26.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,106.6,0.0,5.285642336362599,5.28
146,Desmond Ridder,ATL,QB,186.0,294.0,2029.0,8.0,8.0,42.0,180.0,4.0,1.0,1.0,-6.0,0.0,8.0,6.0,11.0,49.8,0.0,7.604783001357977,7.6
147,Deuce Vaughn,DAL,RB,0.0,0.0,0.0,0.0,0.0,21.0,38.0,0.0,6.0,6.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5476482617586913,0.54
148,Deven Thompkins,TB,WR,0.0,0.0,0.0,0.0,0.0,6.0,46.0,0.0,15.0,22.0,82.0,1.0,1.0,1.0,8.0,5.8,0.0,1.5247607146127213,1.52
149,Devin Duvernay,BAL,WR,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,4.0,9.0,18.0,0.0,0.0,0.0,5.0,73.1,50.1,0.8726979379341593,0.87
150,Devin Singletary,HOU,RB,1.0,1.0,6.0,1.0,0.0,128.0,525.0,2.0,19.0,22.0,117.0,0.0,0.0,0.0,11.0,156.9,190.3,6.865862516083931,6.86
151,Devine Ozigbo,DET,RB,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.4,0.4,0.10303232893114443,0.1
152,Diontae Johnson,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,60.0,418.0,2.0,0.0,0.0,8.0,90.7,155.8,4.511753687582527,4.51
153,Donald Parham,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,191.0,4.0,0.0,0.0,10.0,21.3,21.8,5.1852161149435,5.18
154,Donovan Peoples-Jones,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,97.0,0.0,1.0,0.0,8.0,204.2,147.0,2.3955918155200573,2.39
155,Dontayvion Wicks,GB,WR,1.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,23.0,36.0,374.0,1.0,2.0,1.0,11.0,0.0,0.0,2.7131044588653968,2.71
156,Dorian Thompson-Robinson,CLE,QB,58.0,109.0,429.0,1.0,4.0,12.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.8648473475305456,0.86
157,Drake London,ATL,WR,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,573.0,2.0,0.0,0.0,11.0,110.6,0.0,5.660847903908681,5.66
158,Drew Lock,SEA,QB,4.0,12.0,66.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,64.8,0.03999728601960853,
159,Drew Ogletree,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,147.0,2.0,0.0,0.0,8.0,0.0,0.0,2.238368380713489,
160,Drew Sample,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,93.0,2.0,0.0,0.0,9.0,-0.2,14.2,1.8005195204948552,1.8
161,Durham Smythe,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,178.0,0.0,0.0,0.0,8.0,27.0,54.9,0.8366372619942344,0.83
162,Dyami Brown,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,168.0,1.0,0.0,0.0,10.0,27.8,19.8,1.829816882030448,1.82
163,Elijah Dotson,LAC,RB,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1638036809815951,
164,Elijah Higgins,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,49.0,0.0,0.0,0.0,5.0,0.0,0.0,-0.9225918803418803,
165,Elijah Mitchell,SF,RB,0.0,0.0,0.0,0.0,0.0,44.0,149.0,0.0,4.0,6.0,-1.0,0.0,0.0,0.0,9.0,54.4,174.6,1.3301881456785847,1.33
166,Elijah Moore,CLE,WR,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,47.0,85.0,501.0,1.0,2.0,2.0,12.0,51.1,62.9,4.153818589998674,4.15
167,Emanuel Wilson,GB,RB,0.0,0.0,0.0,0.0,0.0,14.0,85.0,0.0,4.0,5.0,23.0,0.0,1.0,0.0,5.0,0.0,0.0,0.685480572597137,
168,Emari Demercado,ARI,RB,0.0,0.0,0.0,0.0,0.0,52.0,210.0,1.0,12.0,16.0,64.0,0.0,0.0,0.0,8.0,0.0,0.0,2.3508179959100204,
169,Equanimeous St. Brown,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,44.0,0.0,0.0,0.0,4.0,42.7,15.5,0.6450360288115051,0.64
170,Eric Gray,NYG,RB,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.17648261758691206,
171,Eric Saubert,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.425138202075702,-1.42
172,Erik Ezukanma,MIA,WR,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.023456549947599395,0.02
173,Evan Engram,JAX,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,91.0,606.0,1.0,2.0,1.0,12.0,120.3,73.1,7.967324664978703,7.96
174,Evan Hull,IND,RB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06912065439672802,0.06
175,Ezekiel Elliott,NE,RB,0.0,0.0,0.0,0.0,0.0,112.0,429.0,2.0,24.0,31.0,154.0,0.0,2.0,1.0,12.0,175.7,204.2,6.302349256011317,6.3
176,Foster Moreau,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,143.0,1.0,0.0,0.0,6.0,54.2,73.7,1.5566941359191593,1.55
177,Gabe Davis,BUF,WR,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,39.0,67.0,595.0,6.0,1.0,1.0,11.0,146.3,98.4,8.424510052997132,8.42
178,Gardner Minshew,IND,QB,213.0,339.0,2284.0,10.0,7.0,23.0,52.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0,11.0,51.6,40.1,8.339584818646403,8.33
179,Garrett Wilson,NYJ,WR,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,67.0,120.0,745.0,3.0,2.0,2.0,12.0,134.7,0.0,7.584045912167474,7.58
180,Gary Brightwell,NYG,RB,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,5.0,7.0,47.0,0.0,0.0,0.0,3.0,25.0,0.4,0.7063917238406975,0.7
181,Geno Smith,SEA,QB,259.0,402.0,2918.0,15.0,9.0,30.0,92.0,1.0,1.0,1.0,-2.0,0.0,3.0,2.0,12.0,400.2,65.3,12.946627373906907,12.94
182,Geoff Swaim,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,68.0,0.0,0.0,0.0,6.0,11.8,29.5,-0.5421344326927744,-0.54
183,George Kittle,SF,TE,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,50.0,67.0,735.0,5.0,0.0,0.0,12.0,159.3,137.2,12.98768562813579,12.98
184,George Pickens,PIT,WR,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,44.0,78.0,748.0,3.0,1.0,0.0,12.0,112.5,0.0,6.983283196367498,6.98
185,Gerald Everett,LAC,TE,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,29.0,36.0,254.0,3.0,2.0,0.0,10.0,96.4,60.1,5.404566406158825,5.4
186,Giovanni Ricci,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,27.6,-1.3999456490194555,-1.39
187,Greg Dortch,ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,124.0,1.0,0.0,0.0,5.0,63.1,1.2,1.9449170961714375,1.94
188,Greg Dulcich,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,25.0,0.0,0.0,0.0,2.0,53.1,0.0,-0.8931067404630275,-0.89
189,Gunner Olszewski,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.3,2.8,0.06726114290348399,0.06
190,Gus Edwards,BAL,RB,0.0,0.0,0.0,0.0,0.0,141.0,590.0,10.0,10.0,11.0,130.0,0.0,1.0,0.0,12.0,66.5,0.0,10.052437568238341,10.05
191,Harrison Bryant,CLE,TE,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,15.0,61.0,3.0,1.0,1.0,9.0,30.7,32.8,2.6884433502838023,2.68
192,Hayden Hurst,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,184.0,1.0,0.0,0.0,9.0,73.5,28.4,2.1884788432932956,2.18
193,Hunter Henry,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,49.0,313.0,3.0,1.0,0.0,11.0,62.9,123.1,5.831823291759837,5.83
194,Hunter Luepke,DAL,FB,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7111451942740287,
195,Hunter Renfrow,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,209.0,0.0,0.0,0.0,10.0,45.0,129.3,1.703710319925828,1.7
196,Ian Thomas,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,51.0,0.0,0.0,0.0,5.0,19.7,22.4,-0.7971463115048352,-0.79
197,Ihmir Smith-Marsette,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07773358453701765,0.07
198,Irv Smith,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,97.0,1.0,1.0,1.0,8.0,36.5,0.0,1.1011166717104577,1.1
199,Isaiah Hodgins,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,154.0,2.0,1.0,1.0,10.0,75.9,0.0,2.9100496669219784,2.91
200,Isaiah Likely,BAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,129.0,0.0,0.0,0.0,8.0,55.3,0.0,0.38496202536075064,0.38
201,Isaiah McKenzie,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,82.0,0.0,1.0,1.0,6.0,78.8,34.4,1.2646427100143973,1.26
202,Isaiah Spiller,LAC,RB,0.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,3.0,3.0,20.0,0.0,0.0,0.0,5.0,5.4,0.0,0.38398347533527577,0.38
203,Isiah Pacheco,KC,RB,0.0,0.0,0.0,0.0,0.0,176.0,779.0,6.0,33.0,38.0,209.0,1.0,0.0,0.0,12.0,158.2,0.0,11.281290182247163,11.28
204,Israel Abanikanda,NYJ,RB,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11513292433537833,0.11
205,J.K. Dobbins,BAL,RB,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.0,2.0,3.0,15.0,0.0,0.0,0.0,1.0,90.7,0.0,1.539778949145175,1.53
206,Ja'Marr Chase,CIN,WR,1.0,1.0,-7.0,0.0,0.0,3.0,-6.0,0.0,86.0,124.0,1063.0,7.0,1.0,0.0,12.0,193.7,229.6,12.316710118118156,
207,Jack Stoll,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,27.0,0.0,0.0,0.0,4.0,12.8,1.9,-1.0644064624909348,-1.06
208,Jahan Dotson,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,74.0,458.0,4.0,0.0,0.0,13.0,93.6,0.0,6.194097759912263,6.19
209,Jahmyr Gibbs,DET,RB,0.0,0.0,0.0,0.0,0.0,117.0,626.0,5.0,42.0,54.0,272.0,0.0,0.0,0.0,10.0,0.0,0.0,8.741002044989775,8.74
210,Jake Bobo,SEA,WR,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,15.0,19.0,171.0,2.0,0.0,0.0,10.0,0.0,0.0,2.957714046472682,
211,Jake Browning,CIN,QB,59.0,78.0,649.0,3.0,1.0,10.0,70.0,1.0,1.0,1.0,-7.0,0.0,1.0,0.0,4.0,0.0,0.0,2.600584219989537,
212,Jake Ferguson,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,66.0,498.0,5.0,0.0,0.0,12.0,32.8,0.0,9.906722969947406,9.9
213,Jake Funk,IND,RB,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1458077709611452,
214,Jakobi Meyers,LV,WR,0.0,1.0,0.0,0.0,0.0,3.0,19.0,1.0,52.0,76.0,591.0,6.0,0.0,0.0,11.0,115.3,102.1,9.118325247035589,9.11
215,Jaleel McLaughlin,DEN,RB,0.0,0.0,0.0,0.0,0.0,51.0,296.0,1.0,20.0,22.0,96.0,2.0,0.0,0.0,11.0,0.0,0.0,4.320756646216769,
216,Jalen Brooks,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.35960505198520687,
217,Jalen Guyton,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,50.0,1.0,0.0,0.0,4.0,6.4,55.1,1.029841423188403,1.02
218,Jalen Hurts,PHI,QB,268.0,403.0,2995.0,19.0,10.0,121.0,430.0,12.0,0.0,0.0,0.0,0.0,7.0,4.0,12.0,512.3,380.4,18.54773204424706,18.54
219,Jalen Nailor,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,23.9,0.0,0.3009266702596287,0.3
220,Jalen Reagor,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,33.0,0.0,0.0,0.0,4.0,18.9,53.1,0.3657676707724483,0.36
221,Jalen Tolbert,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,200.0,1.0,0.0,0.0,9.0,1.2,0.0,1.821549317507235,1.82
222,Jalin Hyatt,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,330.0,0.0,1.0,0.0,9.0,0.0,0.0,1.7034400948991697,1.7
223,Jamaal Williams,NO,RB,0.0,0.0,0.0,0.0,0.0,52.0,147.0,0.0,9.0,10.0,34.0,0.0,1.0,0.0,8.0,215.9,93.8,2.9724357369042145,2.97
224,Jamal Agnew,JAX,WR,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,9.0,12.0,90.0,0.0,1.0,1.0,3.0,46.2,20.6,0.9613771449342843,0.96
225,Jameis Winston,NO,QB,25.0,47.0,264.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.5,137.1,1.1598473612774898,1.15
226,James Conner,ARI,RB,0.0,0.0,0.0,0.0,0.0,129.0,631.0,4.0,14.0,20.0,36.0,0.0,0.0,0.0,9.0,156.2,229.1,7.340668414892056,7.34
227,James Cook,BUF,RB,0.0,0.0,0.0,0.0,0.0,153.0,731.0,1.0,33.0,39.0,308.0,2.0,2.0,1.0,12.0,97.9,0.0,8.854074571337268,8.85
228,James Proche,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.2,35.1,0.055745369537852904,0.05
229,James Robinson,GB,RB,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.03
230,Jameson Williams,DET,WR,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,13.0,24.0,195.0,2.0,0.0,0.0,8.0,14.1,0.0,3.211347666810077,3.21
231,Jamison Crowder,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,151.0,1.0,0.0,0.0,5.0,6.0,73.6,1.6220512417822162,1.62
232,Jared Goff,DET,QB,291.0,430.0,3288.0,20.0,8.0,28.0,21.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,345.7,247.0,14.991210646302227,14.99
233,Jaren Hall,MIN,QB,8.0,10.0,101.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.2635953455236286,0.26
234,Jashaun Corbin,NYG,RB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16646216768916156,
235,Jason Brownlee,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1222524597027423,
236,Jason Cabinda,DET,FB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2.3,0.0032368279086495235,0.0
237,Jauan Jennings,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,240.0,1.0,0.0,0.0,10.0,54.3,90.8,2.465054980889505,2.46
238,Javonte Williams,DEN,RB,0.0,0.0,0.0,0.0,0.0,153.0,584.0,0.0,29.0,37.0,155.0,2.0,0.0,0.0,11.0,28.0,163.9,6.071363229679086,6.07
239,Jaxon Smith-Njigba,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,68.0,468.0,2.0,0.0,0.0,12.0,0.0,0.0,4.119531086455934,4.11
240,Jayden Reed,GB,WR,0.0,0.0,0.0,0.0,0.0,7.0,81.0,1.0,40.0,64.0,513.0,5.0,2.0,0.0,12.0,0.0,0.0,7.1328588374851725,7.13
241,Jaylen Waddle,MIA,WR,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,57.0,83.0,743.0,3.0,0.0,0.0,11.0,191.4,159.3,7.906071553750047,7.9
242,Jaylen Warren,PIT,RB,0.0,0.0,0.0,0.0,0.0,102.0,601.0,3.0,38.0,48.0,243.0,0.0,2.0,1.0,12.0,64.4,0.0,7.752724385317112,7.75
243,Jeff Wilson,MIA,RB,0.0,0.0,0.0,0.0,0.0,22.0,96.0,0.0,8.0,9.0,63.0,0.0,0.0,0.0,4.0,67.9,44.5,1.6290016397427454,1.62
244,Jeremy Ruckert,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,98.0,0.0,0.0,0.0,8.0,0.8,0.0,-0.26005549013889473,-0.26
245,Jerick McKinnon,KC,RB,0.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,15.0,19.0,125.0,3.0,0.0,0.0,8.0,146.9,54.7,4.131158587283847,4.13
246,Jerome Ford,CLE,RB,0.0,0.0,0.0,0.0,0.0,154.0,647.0,3.0,30.0,44.0,196.0,3.0,1.0,1.0,12.0,1.2,0.0,8.619526434646195,8.61
247,Jerry Jeudy,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,57.0,491.0,1.0,1.0,0.0,11.0,137.2,75.9,4.7035164174235895,4.7
248,Jesper Horsted,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.9,16.3,-1.4244731066165048,-1.42
249,Jimmy Garoppolo,LV,QB,110.0,168.0,1205.0,7.0,9.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,201.2,328.9,4.957780356294036,4.95
250,Jimmy Graham,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,2.0,0.0,0.0,3.0,0.0,14.4,0.7750195559271646,
251,Joe Burrow,CIN,QB,244.0,365.0,2309.0,15.0,6.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,484.5,468.7,12.267444902493938,12.26
252,Joe Flacco,CLE,QB,23.0,44.0,254.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9866407886255653,0.98
253,Joe Mixon,CIN,RB,0.0,0.0,0.0,0.0,0.0,180.0,689.0,6.0,39.0,47.0,281.0,1.0,0.0,0.0,12.0,206.8,295.1,11.782540233270783,11.78
254,John Bates,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,131.0,0.0,0.0,0.0,10.0,16.8,53.4,0.2503102870587921,0.25
255,John Metchie,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,138.0,0.0,0.0,0.0,9.0,0.0,0.0,0.8082478543018632,
256,Johnny Mundt,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,45.0,0.0,0.0,0.0,4.0,21.2,1.4,-0.8196258992423688,-0.81
257,Jonathan Mingo,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,67.0,355.0,0.0,1.0,0.0,11.0,0.0,0.0,2.1405693950177933,2.14
258,Jonathan Taylor,IND,RB,0.0,0.0,0.0,0.0,0.0,100.0,414.0,4.0,16.0,19.0,137.0,1.0,0.0,0.0,7.0,123.1,337.1,7.096440537353148,7.09
259,Jonnu Smith,ATL,TE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,48.0,433.0,2.0,1.0,1.0,10.0,25.0,45.7,5.868756051510394,5.86
260,Jordan Addison,MIN,WR,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,54.0,82.0,686.0,7.0,0.0,0.0,12.0,0.0,0.0,8.444700300048845,8.44
261,Jordan Akins,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,51.0,0.0,0.0,0.0,8.0,79.5,36.5,-0.3937299632760993,-0.39
262,Jordan Love,GB,QB,250.0,408.0,2866.0,22.0,10.0,39.0,231.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,13.7,31.7,12.340309085947382,12.34
263,Jordan Mason,SF,RB,0.0,0.0,0.0,0.0,0.0,23.0,127.0,2.0,1.0,2.0,13.0,0.0,0.0,0.0,5.0,33.0,0.0,2.116118057064813,2.11
264,Josh Allen,BUF,QB,295.0,433.0,3214.0,24.0,13.0,62.0,342.0,9.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,525.8,557.9,19.05367124478353,19.05
265,Josh Downs,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,78.0,580.0,2.0,0.0,0.0,12.0,0.0,0.0,4.702184076477566,4.7
266,Josh Jacobs,LV,RB,0.0,0.0,0.0,0.0,0.0,220.0,771.0,6.0,35.0,52.0,280.0,0.0,3.0,1.0,12.0,277.3,188.7,12.083808248284779,12.08
267,Josh Oliver,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,118.0,2.0,1.0,1.0,7.0,29.5,7.0,2.3081139915944964,2.3
268,Josh Reynolds,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,450.0,4.0,1.0,1.0,11.0,65.9,30.2,5.598101635151581,5.59
269,Josh Whyle,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,94.0,1.0,0.0,0.0,8.0,0.0,0.0,0.6868925618463662,0.68
270,Joshua Dobbs,MIN,QB,252.0,394.0,2401.0,13.0,10.0,72.0,400.0,6.0,0.0,0.0,0.0,0.0,14.0,7.0,12.0,132.0,0.0,11.17252478329625,11.17
271,Joshua Kelley,LAC,RB,0.0,0.0,0.0,0.0,0.0,94.0,376.0,2.0,7.0,11.0,26.0,0.0,0.0,0.0,12.0,53.6,14.0,3.82228299701875,3.82
272,Joshua Palmer,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,39.0,377.0,1.0,1.0,1.0,7.0,98.4,48.2,3.5480153565059935,3.54
273,Josiah Deguara,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,65.0,0.0,0.0,0.0,4.0,11.4,21.4,-0.5999843967197861,-0.59
274,JuJu Smith-Schuster,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,170.0,1.0,0.0,0.0,10.0,120.2,112.7,2.923808350044296,2.92
275,Julian Hill,MIA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,37.0,0.0,1.0,1.0,4.0,0.0,0.0,-1.0376101953601955,
276,Julio Jones,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,16.0,1.0,0.0,0.0,4.0,59.8,55.0,1.3492005383394987,1.34
277,Justice Hill,BAL,RB,0.0,0.0,0.0,0.0,0.0,66.0,290.0,3.0,16.0,18.0,73.0,0.0,1.0,1.0,11.0,31.6,0.0,4.294870958975541,4.29
278,Justin Fields,CHI,QB,143.0,222.0,1587.0,12.0,6.0,77.0,400.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0,342.4,175.5,9.74537032353018,9.74
279,Justin Herbert,LAC,QB,288.0,439.0,3038.0,20.0,6.0,52.0,228.0,3.0,1.0,1.0,10.0,0.0,4.0,1.0,12.0,369.5,450.9,15.632908874562052,15.63
280,Justin Jefferson,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,53.0,571.0,3.0,1.0,1.0,5.0,243.6,256.0,7.208012256424961,7.2
281,Justin Watson,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,332.0,2.0,1.0,1.0,10.0,46.5,0.0,3.482775220246478,3.48
282,Justyn Ross,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,34.0,0.0,0.0,0.0,3.0,0.0,0.0,0.19998604423975996,
